Historical Rts2 Publication Microsecond,Historical Rts2 Trading Microsecond,Historical Rts2 Instrument Identification Code,Instruments New Instrument Full Name,Historical Rts2 Transaction Identification Code,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Price Notation,Historical Rts2 Price,Historical Rts2 Price Currency,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Flag List,Historical Rts2 Count Event
2022-07-19 05:10:23.012868,2022-06-13 21:32:32.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190610230262965,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:51:47.010456,2022-06-13 21:32:33.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190751470463846,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:26:46.009217,2022-06-13 21:32:33.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190826460172498,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:22:00.025036,2022-06-13 21:32:33.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190622000264853,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:40:04.007295,2022-06-13 21:32:33.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190840040475815,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:24:06.008915,2022-06-13 21:32:33.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190824060257986,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:44:41.007018,2022-06-13 21:32:33.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190844410106795,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:12:23.015674,2022-06-13 21:32:34.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190712230455183,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:02:17.009038,2022-06-13 21:32:34.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190702170452914,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:31:47.007401,2022-06-13 21:32:34.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190831470183599,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:30:17.007165,2022-06-13 21:32:34.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190630170267518,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:11:33.046776,2022-06-13 21:32:34.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190811330215386,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:20:41.068828,2022-06-13 21:32:34.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190620410446115,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:55:55.009975,2022-06-13 21:32:35.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190755550465013,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:27:14.008518,2022-06-13 21:32:35.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190827140472671,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:12:34.014822,2022-06-13 21:32:35.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190712340113209,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:23:46.014696,2022-06-13 21:32:35.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190623460105154,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:31:16.007734,2022-06-13 21:32:35.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190831160182571,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:12:02.011914,2022-06-13 21:32:36.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190612020102669,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:41:09.008364,2022-06-13 21:32:36.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190841090476164,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:37:26.006614,2022-06-13 21:32:36.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190637260107657,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:43:44.015583,2022-06-13 21:32:36.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190743440282122,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:26:29.016726,2022-06-13 21:32:36.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190726290458382,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:19:14.119674,2022-06-13 21:32:37.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190619140445792,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:26:27.007060,2022-06-13 21:32:37.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190826270472484,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:18:48.025747,2022-06-13 21:32:37.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190618480264095,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:29:24.007195,2022-06-13 21:32:37.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190629240303226,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:16:11.022798,2022-06-13 21:32:37.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190716110456075,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:39:29.007973,2022-06-13 21:32:37.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190639290107809,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:11:23.016906,2022-06-13 21:32:38.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190711230112957,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:03:53.011216,2022-06-13 21:32:38.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190803530128395,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:46:52.015233,2022-06-13 21:32:38.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190746520462728,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:42:15.008814,2022-06-13 21:32:38.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190842150102182,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:01:13.012114,2022-06-13 21:32:38.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190801130126644,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:22:28.025270,2022-06-13 21:32:38.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190622280104593,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:20:40.029628,2022-06-13 21:32:39.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190620400300250,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:17:22.008531,2022-06-13 21:32:39.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190817220235647,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:43:02.007704,2022-06-13 21:32:39.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190643020268557,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:17:59.010237,2022-06-13 21:32:39.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190817590153572,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:42:07.006132,2022-06-13 21:32:39.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190642070108008,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:19:23.020436,2022-06-13 21:32:39.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190719230114843,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:36:48.007824,2022-06-13 21:32:40.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190636480303876,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:31:02.010577,2022-06-13 21:32:40.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190831020343666,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:03:58.009966,2022-06-13 21:32:40.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190803580323336,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:42:08.057538,2022-06-13 21:32:40.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190742080316831,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:51:40.017222,2022-06-13 21:32:40.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190751400319451,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:31:00.012338,2022-06-13 21:32:41.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190831000343640,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:06:40.018206,2022-06-13 21:32:41.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190806400130271,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:27:28.006584,2022-06-13 21:32:41.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190627280267306,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:14:18.011239,2022-06-13 21:32:41.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190814180469454,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:02:53.007149,2022-06-13 21:32:41.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190702530307399,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:35:13.007746,2022-06-13 21:32:42.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190835130213568,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:18:42.024773,2022-06-13 21:32:42.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190718420275269,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:34:52.007513,2022-06-13 21:32:42.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190634520267900,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:51:38.009562,2022-06-13 21:32:42.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190651380269750,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:27:12.009039,2022-06-13 21:32:42.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190827120268523,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:54:32.008320,2022-06-13 21:32:42.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190754320286699,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:53:57.009112,2022-06-13 21:32:43.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190753570123953,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:06:33.024203,2022-06-13 21:32:43.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190706330308320,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:22:18.019444,2022-06-13 21:32:43.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190722180276069,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:56:34.009153,2022-06-13 21:32:43.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190756340320937,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:26:34.006576,2022-06-13 21:32:43.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190626340267233,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:22:19.007672,2022-06-13 21:32:43.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190822190336409,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:31:17.011377,2022-06-13 21:32:44.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190631170303391,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:37:55.007295,2022-06-13 21:32:44.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190637550449804,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:37:43.006196,2022-06-13 21:32:44.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190637430107682,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:07:55.066829,2022-06-13 21:32:44.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190807550467882,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:36:56.016105,2022-06-13 21:32:44.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190736560118672,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:47:38.006658,2022-06-13 21:32:44.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190647380451082,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:37:43.006059,2022-06-13 21:32:45.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190837430475294,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:15:41.033446,2022-06-13 21:32:45.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190715410310542,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:02:18.007134,2022-06-13 21:32:45.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190702180307259,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:24:25.024065,2022-06-13 21:32:45.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190624250447544,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:15:19.056012,2022-06-13 21:32:45.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190615190102967,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:50:48.008676,2022-06-13 21:32:46.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190850480272284,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:31:51.009677,2022-06-13 21:32:46.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190731510459499,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:21:09.036673,2022-06-13 21:32:46.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190721090457238,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:06:34.016298,2022-06-13 21:32:46.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190806340200298,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:17:43.013712,2022-06-13 21:32:46.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190717430114466,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:30:15.009979,2022-06-13 21:32:46.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190830150342885,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:24:19.009658,2022-06-13 21:32:47.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190724190312514,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:02:11.013630,2022-06-13 21:32:47.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190602110397972,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:16:11.035591,2022-06-13 21:32:47.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190716110114078,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:22:44.008717,2022-06-13 21:32:47.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190822440254459,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:02:08.007502,2022-06-13 21:32:47.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190702080452873,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:42:15.007718,2022-06-13 21:32:48.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190642150268491,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:49:23.008521,2022-06-13 21:32:48.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190749230122378,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:22:07.025278,2022-06-13 21:32:48.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190622070446552,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:17:45.009051,2022-06-13 21:32:48.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190817450236939,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:52:45.008980,2022-06-13 21:32:48.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190752450464038,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:16:18.011231,2022-06-13 21:32:48.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190816180331469,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:45:36.007358,2022-06-13 21:32:49.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190645360450945,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:39:35.009419,2022-06-13 21:32:49.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190839350231019,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:38:17.006659,2022-06-13 21:32:49.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190638170268149,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:30:17.009380,2022-06-13 21:32:49.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190830170283304,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:20:39.007057,2022-06-13 21:32:49.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190820390159506,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:47:38.024333,2022-06-13 21:32:49.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190747380121863,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:46:22.007336,2022-06-13 21:32:50.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190646220108915,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:11:15.011326,2022-06-13 21:32:50.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190611150444618,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:12:50.009187,2022-06-13 21:32:50.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190612500444739,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:23:32.015568,2022-06-13 21:32:50.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190723320312328,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:39:00.013441,2022-06-13 21:32:50.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190639000107772,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:27:09.006898,2022-06-13 21:32:50.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190627090448945,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:06:04.007910,2022-06-13 21:32:51.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190706040453797,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
